Categoria|Distância(m)|PDR médio da aplicação(%)|PDR mínimo da aplicação(%)|PDR máximo da aplicação(%)|PDR médio da interface(%)|PDR mínimo da interface(%)|PDR máximo da interface(%)|RSSI médio(dBm)|RSSI mínimo(dBm)|RSSI máximo(dBm)|Atraso médio da aplicação(s)|Atraso mínimo da aplicação(s)|Atraso máximo da aplicação(s)|Atraso médio da interface(s)|Atraso mínimo da interface(s)|Atraso máximo da interface(s)
sem sombreamento e sem obstáculo|4521.0|23.0|10.646616800379043|35.35338319962096|33.333333333333336|15.429879420839193|51.23678724582748|-145.176795027494|-147.77123977634324|-142.58235027864475|3.792241548583843|3.6806537327880333|3.9038293643796527|0.08910369350021516|0.08862228411693883|0.08958510288349149
sem sombreamento e sem obstáculo|4522.0|23.0|10.646616800379043|35.35338319962096|33.333333333333336|15.429879420839193|51.23678724582748|-145.1776256685863|-147.7716249450917|-142.5836263920809|3.750993549320847|3.617251283911408|3.8847358147302855|0.08910369456876159|0.08862228575940542|0.08958510337811776
sem sombreamento e sem obstáculo|4523.0|23.0|10.646616800379043|35.35338319962096|33.333333333333336|15.429879420839193|51.23678724582748|-145.17845612601897|-147.7720100289065|-142.58490222313145|3.809745550014389|3.7075591967054597|3.9119319033233184|0.08910369557432003|0.08862228730505294|0.08958510384358713
sem sombreamento e sem obstáculo|4524.0|20.4|8.565180473897435|32.23481952610256|30.0|12.595853638084463|47.40414636191554|-145.70243874521455|-148.19908011603445|-143.20579737439465|3.85250906256726|3.766943933829409|3.9380741913051107|0.08919332719901028|0.0887253455689709|0.08966130882904967
sem sombreamento e sem obstáculo|4525.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.6399863963051|-148.1729102720617|-143.10706252054848|3.765497396436054|3.6294534752801484|3.9015413175919598|0.08919332806304421|0.08872534693426393|0.0896613091918245
sem sombreamento e sem obstáculo|4526.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.64073331253522|-148.17322447479202|-143.10824215027841|3.8003741970378906|3.6845636406256417|3.9161847534501395|0.08919332893767759|0.08872534831630555|0.08966130955904963
sem sombreamento e sem obstáculo|4527.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.6414800637518|-148.1735386083124|-143.1094215191912|3.835250997867435|3.7396738063309454|3.930828189403925|0.08919333013624925|0.08872535021021442|0.08966131006228407
sem sombreamento e sem obstáculo|4528.0|20.4|8.565180473897435|32.23481952610256|30.0|12.595853638084463|47.40414636191554|-145.7053827855512|-148.20031857595538|-143.210446995147|3.821069065215997|3.7172643926274924|3.9248737378045018|0.08919333109618438|0.08872535172704461|0.08966131046532415
sem sombreamento e sem obstáculo|4529.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.64297307147342|-148.17416666786116|-143.11177947508568|3.789977399150841|3.66813526300121|3.9118195353004723|0.08919333200091902|0.08872535315665038|0.08966131084518765
sem sombreamento e sem obstáculo|4530.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.6437193281072|-148.17448059394349|-143.11295806227093|3.824854199980386|3.7232454287065138|3.926462971254258|0.08919333319949067|0.08872535505055926|0.08966131134842209
sem sombreamento e sem obstáculo|4531.0|20.4|8.565180473897435|32.23481952610256|30.0|12.595853638084463|47.40414636191554|-145.7075891096004|-148.20124670527963|-143.21393151392118|3.8517794672376477|3.765791072369745|3.9377678621055505|0.08919333406888387|0.08872535642432067|0.08966131171344707
sem sombreamento e sem obstáculo|4532.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.6452113473187|-148.1751082388916|-143.11531445574582|3.761580601177178|3.6232643974227683|3.899896804931588|0.08919333493660973|0.08872535779544746|0.089661312077772
sem sombreamento e sem obstáculo|4533.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.6459571100298|-148.1754219578133|-143.11649226224628|3.814457402005326|3.706817050943014|3.922097753067638|0.08919333613315678|0.08872535968615716|0.08966131258015639
sem sombreamento e sem obstáculo|4534.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.6467027082449|-148.1757356077426|-143.1176698087472|3.8493342026672326|3.7619272163834263|3.936741188951039|0.08919333709484857|0.08872536120576312|0.08966131298393402
sem sombreamento e sem obstáculo|4535.0|20.4|8.565180473897435|32.23481952610256|30.0|12.595853638084463|47.40414636191554|-145.71052860374266|-148.20248325843679|-143.21857394904853|3.8023394699101334|3.687669043388205|3.9170098964320617|0.08919333799892817|0.08872536263433385|0.0896613133635225
sem sombreamento e sem obstáculo|4536.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.6481934114723|-148.1763627007424|-143.1200241222022|3.78606060412107|3.6619461855058475|3.9101750227362926|0.08919333920044743|0.08872536453290034|0.08966131386799453
sem sombreamento e sem obstáculo|4537.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.64893851662492|-148.17667614387236|-143.1212008893775|3.8209374047187157|3.7170563508447185|3.924818458592713|0.08919334006698236|0.08872536590214529|0.08966131423181943
sem sombreamento e sem obstáculo|4538.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.6496834575782|-148.17698951813452|-143.12237739702186|3.8378142053177577|3.743724028368647|3.9319043822668687|0.08919334093756649|0.08872536727778856|0.08966131459734443
sem sombreamento e sem obstáculo|4539.0|20.4|8.565180473897435|32.23481952610256|30.0|12.595853638084463|47.40414636191554|-145.7134655063596|-148.2037187246623|-143.22321228805689|3.788899472723715|3.666431990263915|3.911366955183515|0.08919334213646567|0.08872536917221495|0.08966131510071638
sem sombreamento e sem obstáculo|4540.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.6511728471445|-148.17761606016273|-143.12472963412625|3.8105406068093144|3.700627973184968|3.9204532404336607|0.08919334309782995|0.08872537069130337|0.08966131550435652
sem sombreamento e sem obstáculo|4541.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.651917295907|-148.1779292279918|-143.1259053638222|3.8454174074321057|3.7557381385635726|3.9350966763006388|0.08919334400080792|0.08872537211813337|0.08966131588348246
sem sombreamento e sem obstáculo|4542.0|20.4|8.565180473897435|32.23481952610256|30.0|12.595853638084463|47.40414636191554|-145.71566648537308|-148.20464461218396|-143.2266883585622|3.7836098748068325|3.6580736944689956|3.9091460551446695|0.08919334519955822|0.08872537401232454|0.08966131638679191
sem sombreamento e sem obstáculo|4543.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.6534057017449|-148.17855535742905|-143.12825604606076|3.8001438088566064|3.684199595456787|3.916088022256426|0.08919334606388989|0.08872537537808803|0.08966131674969174
sem sombreamento e sem obstáculo|4544.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.6541496589698|-148.17886831909973|-143.12943099883987|3.835020609457046|3.7393097608000727|3.930731458114019|0.08919334693649865|0.08872537675693047|0.08966131711606683
sem sombreamento e sem obstáculo|4545.0|20.7|8.691139010278281|32.708860989721714|30.0|12.595853638084463|47.40414636191554|-145.65489345248758|-148.17918121210946|-143.13060569286571|3.8158974102851935|3.709092463051721|3.922702357518666|0.0891933481330457|0.0887253786476402|0.08966131761845121
sem sombreamento e sem obstáculo|4546.0|18.133333333333333|6.712781968778177|29.55388469788849|26.666666666666668|9.871738189379673|43.46159514395366|-146.17186928798094|-148.5859355918563|-143.75780298410558|3.811706557738284|3.693117499155996|3.930295616320572|0.0892829769564902|0.08883138889787742|0.08973456501510299
sem sombreamento e sem obstáculo|4547.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1162341070615|-148.56538570027158|-143.66708251385143|3.828110054732611|3.7198520796052144|3.9363680298600077|0.0892829777645892|0.08883139021492509|0.0897345653142533
sem sombreamento e sem obstáculo|4548.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1168948207038|-148.56563081977947|-143.66815882162814|3.8591116554662586|3.770378792851475|3.947844518081042|0.08928297882818657|0.08883139194838653|0.08973456570798662
sem sombreamento e sem obstáculo|4549.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1175553890873|-148.56587588557744|-143.66923489259716|3.810113255997499|3.6905207203359898|3.9297057916590084|0.08928297959664017|0.08883139320081976|0.08973456599246057
sem sombreamento e sem obstáculo|4550.0|18.133333333333333|6.712781968778177|29.55388469788849|26.666666666666668|9.871738189379673|43.46159514395366|-146.17447355413427|-148.58690175424715|-143.76204535402138|3.831759893393765|3.725800622488908|3.9377191642986222|0.08928298037316577|0.08883139446640881|0.08973456627992274
sem sombreamento e sem obstáculo|4551.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.11887609034468|-148.56636585614274|-143.67138632454663|3.8498700572662057|3.755316745371958|3.9444233691604533|0.08928298143409012|0.08883139619551372|0.08973456667266652
sem sombreamento e sem obstáculo|4552.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1195362233405|-148.56661076095497|-143.67246168572603|3.8168716578570505|3.701535630039989|3.932207685674112|0.08928298229252658|0.0888313975946019|0.08973456699045126
sem sombreamento e sem obstáculo|4553.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1201962113351|-148.5668556121528|-143.6735368105174|3.8158732584131263|3.699908428824097|3.9318380880021557|0.08928298309877299|0.0888313989086302|0.08973456728891577
sem sombreamento e sem obstáculo|4554.0|18.133333333333333|6.712781968778177|29.55388469788849|26.666666666666668|9.871738189379673|43.46159514395366|-146.17707553186546|-148.5878670704879|-143.766283993243|3.851813229303807|3.7584837462367062|3.9451427123709077|0.08928298416054424|0.08883140063911542|0.08973456768197306
sem sombreamento e sem obstáculo|4555.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.12151575257369|-148.5673451537985|-143.67568635134887|3.8556300596768653|3.7647044538519694|3.9465556655017613|0.0892829849290243|0.08883140189159176|0.08973456796645683
sem sombreamento e sem obstáculo|4556.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1221753059465|-148.56758984429436|-143.67676076759867|3.8066316602105896|3.684846381340532|3.9284169390806474|0.08928298570467655|0.08883140315575741|0.08973456825359569
sem sombreamento e sem obstáculo|4557.0|18.133333333333333|6.712781968778177|29.55388469788849|26.666666666666668|9.871738189379673|43.46159514395366|-146.1790255158092|-148.58859050328024|-143.76946052833816|3.831111364413053|3.7247436435889516|3.9374790852371544|0.08928298677189969|0.08883140489512817|0.08973456864867121
sem sombreamento e sem obstáculo|4558.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1234939785096|-148.56807906474694|-143.67890889227226|3.8623884615351756|3.7757193635539448|3.9490575595164064|0.08928298762311107|0.08883140628244082|0.08973456896378132
sem sombreamento e sem obstáculo|4559.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1241530978287|-148.56832359475143|-143.67998260090596|3.813390062090009|3.6958612910769117|3.9309188331031066|0.08928298842755782|0.08883140759353603|0.0897345692615796
sem sombreamento e sem obstáculo|4560.0|16.1|5.016323192923512|27.18367680707649|23.333333333333332|7.270033612932622|39.39663305373404|-146.58480963905018|-148.9385373341987|-144.23108194390164|3.849842704975046|3.746470349181169|3.9532150607689234|0.08937261579085844|0.0889407075823869|0.08980452399932998
sem sombreamento e sem obstáculo|4561.0|15.866666666666667|4.943622856794185|26.78971047653915|23.333333333333332|7.270033612932622|39.39663305373404|-146.63487327328332|-148.95409829751566|-144.31564824905098|3.8697691126056015|3.7801146364454596|3.9594235887657434|0.08937261646188906|0.0889407087153732|0.08980452420840492
sem sombreamento e sem obstáculo|4562.0|16.1|5.016323192923512|27.18367680707649|23.333333333333332|7.270033612932622|39.39663305373404|-146.5859624656467|-148.93889740672972|-144.23302752456368|3.856629905904798|3.757930043373658|3.9553297684359383|0.08937261714037634|0.08894070986094953|0.08980452441980315
sem sombreamento e sem obstáculo|4563.0|16.1|5.016323192923512|27.18367680707649|23.333333333333332|7.270033612932622|39.39663305373404|-146.5865386894376|-148.93907738402783|-144.23399999484735|3.8277563065489133|3.7091790748551863|3.9463335382426403|0.08937261807102405|0.08894071143228037|0.08980452470976773
sem sombreamento e sem obstáculo|4564.0|16.1|5.016323192923512|27.18367680707649|23.333333333333332|7.270033612932622|39.39663305373404|-146.5871147869608|-148.93925732203647|-144.23497225188513|3.86888270706373|3.778618005279606|3.959147408847854|0.08937261881900654|0.08894071269519431|0.08980452494281878
sem sombreamento e sem obstáculo|4565.0|18.133333333333333|6.712781968778177|29.55388469788849|26.666666666666668|9.871738189379673|43.46159514395366|-146.18600402681386|-148.58947153886|-143.7825365147677|3.871218035833289|3.7901098904328725|3.9523261812337056|0.0892829937641235|0.08883141629112318|0.08973457123712383
sem sombreamento e sem obstáculo|4566.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1305739594873|-148.56897233588438|-143.6921755830902|3.7939084665067493|3.6641099953269913|3.9237069376865072|0.08928299482893828|0.08883141802656877|0.0897345716313078
sem sombreamento e sem obstáculo|4567.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1312319241236|-148.56921614519317|-143.69324770305403|3.8249100670367477|3.714636708241343|3.9351834258321525|0.08928299559559223|0.0888314192760689|0.08973457191511557
sem sombreamento e sem obstáculo|4568.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1318897447109|-148.56945990120508|-143.6943195882167|3.8559116675717133|3.76516342116379|3.946659913979637|0.08928299637124447|0.08883142054023453|0.0897345722022544
sem sombreamento e sem obstáculo|4569.0|18.133333333333333|6.712781968778177|29.55388469788849|26.666666666666668|9.871738189379673|43.46159514395366|-146.18859745868133|-148.59043253721853|-143.78676238014413|3.8272713716651|3.71848518570768|3.93605755762252|0.08928299743828236|0.08883142227930337|0.08973457259726135
sem sombreamento e sem obstáculo|4570.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1332049539869|-148.5699472534304|-143.6964626545434|3.8156684688962996|3.6995746608589704|3.931762276933629|0.08928299828967899|0.08883142366691794|0.08973457291244004
sem sombreamento e sem obstáculo|4571.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1338623427975|-148.5701908496889|-143.69753383590609|3.8466700694498916|3.7501013738117748|3.9432387650880085|0.08928299909412572|0.08883142497801313|0.08973457321023831
sem sombreamento e sem obstáculo|4572.0|18.133333333333333|6.712781968778177|29.55388469788849|26.666666666666668|9.871738189379673|43.46159514395366|-146.1905410430544|-148.59115273487592|-143.78992935123287|3.8545695068513353|3.7629759544445203|3.9461630592581503|0.08928300016103129|0.08883142671686631|0.08973457360519627
sem sombreamento e sem obstáculo|4573.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.13517668908358|-148.57067788261608|-143.69967549555108|3.790426870718598|3.6584356563295097|3.9224180851076866|0.08928300093157568|0.08883142797270711|0.08973457389044424
sem sombreamento e sem obstáculo|4574.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1358336466925|-148.5709213193342|-143.70074597405082|3.8374284712510804|3.7350393263342814|3.9398176161678795|0.08928300170542824|0.08883142923393962|0.08973457417691687
sem sombreamento e sem obstáculo|4575.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1364904606802|-148.57116470291388|-143.7018162184465|3.868430071987212|3.78556603958459|3.9512941043898335|0.08928300277082529|0.08883143097033418|0.08973457457131641
sem sombreamento e sem obstáculo|4576.0|18.133333333333333|6.712781968778177|29.55388469788849|26.666666666666668|9.871738189379673|43.46159514395366|-146.19313050604066|-148.59211226478598|-143.79414874729534|3.81062284253786|3.691351249482539|3.9298944355931806|0.08928300362335992|0.0888314323598035|0.08973457488691634
sem sombreamento e sem obstáculo|4577.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1378036580887|-148.57165131076783|-143.70395600540957|3.812186873131742|3.6939003218999416|3.9304734243635426|0.08928300443010917|0.08883143367465135|0.08973457518556699
sem sombreamento e sem obstáculo|4578.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1384600416268|-148.57189453508562|-143.70502554816795|3.8431884738666318|3.7444270351482265|3.941949912585037|0.08928300549370656|0.08883143540811281|0.08973457557930031
sem sombreamento e sem obstáculo|4579.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1391162818036|-148.57213770636127|-143.70609485724594|3.8421900743991135|3.742799833893881|3.9415803149043462|0.08928300626575947|0.08883143666641222|0.08973457586510672
sem sombreamento e sem obstáculo|4580.0|18.133333333333333|6.712781968778177|29.55388469788849|26.666666666666668|9.871738189379673|43.46159514395366|-146.1957177065332|-148.5930709575968|-143.7983644554696|3.8146761781933405|3.6979574157290784|3.9313949406576025|0.08928300703820936|0.08883143792535865|0.08973457615106008
sem sombreamento e sem obstáculo|4581.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1404283323332|-148.5726238898823|-143.70823277478408|3.8339468756665784|3.729364987668709|3.938528763664448|0.08928300810320942|0.0888314396611062|0.08973457654531265
sem sombreamento e sem obstáculo|4582.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1410841428125|-148.57286690217458|-143.70930138345042|3.8649484762561817|3.7798917006802046|3.9500052518321587|0.0892830089562469|0.08883144105139505|0.08973457686109874
sem sombreamento e sem obstáculo|4583.0|18.133333333333333|6.712781968778177|29.55388469788849|26.666666666666668|9.871738189379673|43.46159514395366|-146.19765662452411|-148.5937894287411|-143.80152382030712|3.809974313379576|3.6902942702931743|3.929654356465978|0.08928300976278443|0.08883144236589784|0.08973457715967102
sem sombreamento e sem obstáculo|4584.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1423953344991|-148.5733527679334|-143.7114379010648|3.824705277548482|3.7143029403227654|3.935107614774199|0.08928301083148966|0.08883144410768411|0.08973457755529522
sem sombreamento e sem obstáculo|4585.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1430507158329|-148.5735956214468|-143.71250581021903|3.8557068780759973|3.764829653233069|3.9465841029189255|0.08928301159454428|0.08883144535131803|0.08973457783777054
sem sombreamento e sem obstáculo|4586.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.14370595424933|-148.57383842208245|-143.7135734864162|3.8387084786109624|3.7371254948963992|3.9402914623255256|0.08928301237199616|0.08883144661841674|0.08973457812557559
sem sombreamento e sem obstáculo|4587.0|18.133333333333333|6.712781968778177|29.55388469788849|26.666666666666668|9.871738189379673|43.46159514395366|-146.20023987516413|-148.59474666015092|-143.80573309017734|3.814027649211387|3.696900436827099|3.9311548615956755|0.0892830134369433|0.08883144835407802|0.08973457851980857
sem sombreamento e sem obstáculo|4588.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.145016002553|-148.5743238648031|-143.71570814030292|3.8304652799355483|3.7236906487643235|3.937239911106773|0.08928301428863103|0.08883144974216707|0.08973457883509499
sem sombreamento e sem obstáculo|4589.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.14567081257601|-148.57456650693848|-143.71677511821355|3.8614668804916246|3.7742173617211763|3.948716399262073|0.08928301509667709|0.08883145105912847|0.08973457913422571
sem sombreamento e sem obstáculo|4590.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.14632547992312|-148.57480909628535|-143.7178418635609|3.812468481226514|3.6943592895376005|3.930577672915428|0.08928301616027447|0.08883145279258992|0.08973457952795902
sem sombreamento e sem obstáculo|4591.0|18.133333333333333|6.712781968778177|29.55388469788849|26.666666666666668|9.871738189379673|43.46159514395366|-146.20282087415413|-148.59570305847765|-143.8099386898306|3.834080984921505|3.729583560249059|3.938578409593951|0.08928301693214213|0.08883145405058741|0.08973457981369685
sem sombreamento e sem obstáculo|4592.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1476343868472|-148.57529411670987|-143.7199746569845|3.8522252822915712|3.7591553142416587|3.9452952503414838|0.08928301770438031|0.08883145530918878|0.08973458009957185
sem sombreamento e sem obstáculo|4593.0|18.4|6.811499350671973|29.988500649328024|26.666666666666668|9.871738189379673|43.46159514395366|-146.1482886265461|-148.57553654783243|-143.72104070525978|3.819226883026461|3.7053741991444546|3.933079566908467|0.089283018771577|0.08883145704851642|0.08973458049463759
sem sombreamento e sem obstáculo|4594.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.6089272957142|-148.94440615684218|-144.27344843458624|3.840949923164056|3.7314555351025476|3.9504443112255645|0.08937264215133653|0.08894075209013329|0.08980453221253977
sem sombreamento e sem obstáculo|4595.0|15.866666666666667|4.943622856794184|26.78971047653915|23.333333333333332|7.270033612932622|39.39663305373404|-146.65863719458|-148.959880481442|-144.35739390771798|3.872367530553757|3.784501875806476|3.960233185301038|0.08937264285689477|0.08894075328141696|0.08980453243237257
sem sombreamento e sem obstáculo|4596.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.6100715923007|-148.94476301672015|-144.27538016788125|3.861737124293732|3.766553209464834|3.95692103912263|0.08937264379059923|0.08894075485790891|0.08980453272328955
sem sombreamento e sem obstáculo|4597.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.6106435538788|-148.94494138851317|-144.2763457192444|3.8328635247574807|3.717802240641827|3.9479248088731342|0.08937264446142143|0.08894075599054331|0.08980453293229955
sem sombreamento e sem obstáculo|4598.0|15.866666666666667|4.943622856794184|26.78971047653915|23.333333333333332|7.270033612932622|39.39663305373404|-146.66032821146945|-148.9604078415413|-144.3602485813976|3.854253398772174|3.7539174842542185|3.9545893132901293|0.08937264513863506|0.08894075713396918|0.08980453314330095
sem sombreamento e sem obstáculo|4599.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.61178710387378|-148.9452980158913|-144.27827619185626|3.8816507258697723|3.800175874639242|3.963125577100303|0.08937264607391424|0.0889407587131199|0.08980453343470857
sem sombreamento e sem obstáculo|4600.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.6123586923965|-148.94547627150936|-144.27924111328363|3.824777126383502|3.704148946236143|3.9454053065308607|0.08937264681717265|0.08894075996805757|0.08980453366628773
sem sombreamento e sem obstáculo|4601.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.6129301566778|-148.94565448843696|-144.28020582491865|3.8519035268689814|3.749949896778789|3.953857156959174|0.08937264752263824|0.08894076115918483|0.08980453388609165
sem sombreamento e sem obstáculo|4602.0|15.866666666666667|4.943622856794184|26.78971047653915|23.333333333333332|7.270033612932622|39.39663305373404|-146.66258118522546|-148.96111045413025|-144.36405191632068|3.87180006769672|3.7835437561228917|3.9600563792705485|0.08937264846058052|0.08894076274283201|0.08980453417832902
sem sombreamento e sem obstáculo|4603.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.6140727127301|-148.94601080628678|-144.2821346191734|3.8446907279769267|3.7377716114399036|3.95160984451395|0.08937264912725755|0.0889407638684676|0.0898045343860475
sem sombreamento e sem obstáculo|4604.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.6146438046069|-148.94618890724223|-144.2830987019716|3.829817128445022|3.712658622456476|3.946975634433568|0.08937264980595325|0.08894076501439584|0.08980453459751066
sem sombreamento e sem obstáculo|4605.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.61521477246077|-148.9463669695751|-144.28406257534644|3.870943529089137|3.7820975530992067|3.9597895050790672|0.08937265073975036|0.0889407665910442|0.08980453488845651
sem sombreamento e sem obstáculo|4606.0|15.866666666666667|4.943622856794184|26.78971047653915|23.333333333333332|7.270033612932622|39.39663305373404|-146.66483220160598|-148.96181245716446|-144.3678519460475|3.875346736421343|3.7895320478217682|3.9611614250209177|0.0893726514853245|0.08894076784989181|0.08980453512075719
sem sombreamento e sem obstáculo|4607.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.61635633629538|-148.9467229784345|-144.28598969415626|3.8217307300895142|3.6990053280819795|3.944456132097049|0.08937265219004906|0.08894076903976789|0.08980453534033023
sem sombreamento e sem obstáculo|4608.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.6169269323888|-148.94690092499613|-144.28695293978146|3.848857130733629|3.7448062788924696|3.9529079825747884|0.08937265312227145|0.08894077061375746|0.08980453563078544
sem sombreamento e sem obstáculo|4609.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.6174974046709|-148.9470788330012|-144.2879159763406|3.8759835311995507|3.7906072294020934|3.961359832997008|0.08937265379781775|0.08894077175436817|0.08980453584126734
sem sombreamento e sem obstáculo|4610.0|15.866666666666667|4.943622856794184|26.78971047653915|23.333333333333332|7.270033612932622|39.39663305373404|-146.66708126401787|-148.9625138517059|-144.37164867632984|3.8508934051198884|3.7482443798121343|3.9535424304276425|0.08937265447331776|0.0889407728949007|0.08980453605173482
sem sombreamento e sem obstáculo|4611.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.6186379780151|-148.94743453340845|-144.28984142262175|3.8407707323085827|3.7311529844005618|3.9503884802166036|0.08937265540716118|0.08894077447162727|0.08980453634269508
sem sombreamento e sem obstáculo|4612.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.6192080791876|-148.94761232584503|-144.29080383253014|3.8678971328244858|3.7769539349945753|3.9588403306543962|0.08937265615199427|0.08894077572922367|0.08980453657476488
sem sombreamento e sem obstáculo|4613.0|15.866666666666667|4.943622856794184|26.78971047653915|23.333333333333332|7.270033612932622|39.39663305373404|-146.66876678057093|-148.9630394989232|-144.37449406221867|3.874779273405671|3.78857392787034|3.9609846189410023|0.08937265685572307|0.08894077691741847|0.08980453679402767
sem sombreamento e sem obstáculo|4614.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.6203479107887|-148.9479677952639|-144.29272802631348|3.8186843339541614|3.6938617101956592|3.9435069577126636|0.08937265779125698|0.0889407784969993|0.08980453708551467
sem sombreamento e sem obstáculo|4615.0|16.1|5.0163231929235135|27.183676807076488|23.333333333333332|7.270033612932622|39.39663305373404|-146.6209176413277|-148.9481454722805|-144.29368981037493|3.859810734418997|3.7633006405356895|3.956320828302305|0.08937265846207917|0.0889407796296337|0.08980453729452464
